"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic","%Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Hico","TX090","50","92","46","100","7","17","1.5","70","426","1897","20964","13776","2","2","43","9","43","24","-1","76","34","85","57","2","17","72","15","62","48","37","-1","24","24","52","4","26","4","-1","-1","74","-1","22","-1","22","0","8","56","85","95","72","15","13","-1","17","20","83","4831","99999","33548","31.980339000000004","-98.030022","TX","50","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Archer City","TX094","16","94","15","100","5","33","2.3","34","451","628","18783","8287","13","7","20","20","40","60","-1","33","28","87","40","-1","60","73","53","15","-1","6","7","67","13","13","-1","27","-1","-1","-1","73","-1","27","-1","27","0","3","28","93","180","27","47","27","7","12","18","83","4813","48660","03696","33.5254","-98.5742","TX","16","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Rockwall","TX095","103","89","89","97","5","7","1.6","143","449","703","19119","11899","-1","7","32","26","34","18","-1","80","22","97","78","3","20","87","21","34","28","22","2","22","11","64","9","55","40","-1","1","45","-1","13","-1","13","0","41","108","48","133","54","26","20","17","6","38","69","4804","19100","62828","32.927572","-96.461222","TX","103","2"
"4","Summary of All HUD Programs","1","NA","Edna Housing Authority","TX096","165","76","128","100","5","20","2.2","278","378","591","15991","7363","12","7","36","17","28","38","-1","63","24","98","73","2","46","82","45","20","82","20","6","43","21","30","1","84","51","-1","-1","16","1","32","-1","33","0","9","78","100","123","35","30","35","16","18","52","65","4827","99999","22720","28.982723","-96.646216","TX","165","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Bryson","TX099","14","100","14","100","6","21","1.7","24","111","837","20592","12012","-1","8","38","15","38","29","-1","64","34","79","57","7","14","71","14","75","33","33","-1","21","36","43","-1","0","-1","-1","-1","100","-1","-1","-1","0","0","-1","65","100","231","-1","57","43","71","9","13","69","4825","99999","10960","33.165126","-98.386726","TX","14","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Avinger","TX101","31","100","31","100","6","16","2.2","68","312","537","14440","6583","13","19","35","6","26","26","-1","74","24","97","77","3","42","84","45","45","100","31","6","39","26","29","-1","52","52","-1","-1","48","-1","-1","-1","0","0","13","49","100","59","-1","65","35","45","11","23","71","4801","99999","05084","32.899039","-94.548182","TX","31","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of McGregor","TX102","74","99","73","100","6","14","1.6","120","489","382","22580","13736","-1","8","24","13","56","23","-1","75","37","82","45","4","19","75","18","32","31","24","4","21","18","58","5","23","16","1","-1","77","-1","5","-1","5","3","17","72","100","91","51","30","19","22","11","39","82","4817","47380","45672","31.43857","-97.41812","TX","74","1"
"4","Summary of All HUD Programs","1","NA","Smiley Housing Authority","TX103","17","100","17","100","8","6","2.1","35","345","417","24291","11798","-1","12","12","35","41","47","-1","53","42","71","29","6","35","82","41","27","-1","9","-1","41","24","35","-1","71","-1","-1","-1","29","-1","71","-1","71","0","7","72","100","55","47","24","29","6","15","43","60","48**","99999","68300","29.313800000000004","-97.5207","TX","17","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Wolfe City","TX104","18","94","17","100","8","24","1.5","26","482","572","28486","18625","-1","-1","18","12","71","29","-1","71","35","88","47","6","6","76","6","60","8","15","-1","12","18","71","18","6","6","-1","-1","94","-1","-1","-1","0","0","3","110","94","181","-1","71","29","82","11","22","76","4803","19100","79948","33.362546","-96.073685","TX","18","1"
"4","Summary of All HUD Programs","1","NA","Crystal City Housing Authority","TX105","503","77","384","99","5","28","2.4","930","304","583","13828","5710","13","19","38","10","19","37","0","63","22","95","80","5","49","80","52","13","45","11","14","49","13","23","1","99","1","-1","-1","1","-1","98","-1","98","0","3","70","100","75","14","33","53","36","30","95","65","4823","99999","99999","28.652852000000003","-99.801187","TX","503","4"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Daingerfield","TX106","72","89","64","100","7","16","2","130","418","488","26773","13181","-1","2","31","16","52","53","-1","47","45","64","42","5","28","81","28","28","29","18","5","45","19","31","6","52","50","-1","-1","48","-1","2","-1","2","2","2","94","100","58","19","47","34","39","36","52","78","4801","34420","18464","33.041248","-94.723722","TX","72","1"
"4","Summary of All HUD Programs","1","NA","Waelder Housing Authority","TX109","45","96","42","98","7","5","2.6","111","396","166","24213","9162","5","14","17","12","52","57","-1","43","38","74","40","10","50","81","52","-1","-1","0","5","60","7","29","2","95","48","-1","-1","5","2","45","-1","48","0","18","95","50","61","26","40","33","7","9","60","64","4827","99999","76024","29.6762","-97.283","TX","45","1"
"4","Summary of All HUD Programs","1","NA","Hughes Springs","TX112","40","92","37","100","10","16","1.8","67","414","432","21316","11772","-1","11","35","16","38","41","-1","59","38","76","54","3","30","78","32","46","73","37","5","38","27","30","-1","57","51","-1","-1","43","-1","5","-1","5","0","6","64","76","73","54","19","27","14","11","23","71","4801","99999","35300","32.997833","-94.616437","TX","40","1"
"4","Summary of All HUD Programs","1","NA","Kingsville Housing Authority","TX114","749","103","690","89","6","7","2.4","1649","397","621","16835","7044","3","16","37","13","31","34","0","66","27","93","64","3","46","80","45","20","65","18","7","44","17","31","2","91","7","-1","1","9","1","83","-1","84","0","20","73","99","175","31","37","31","15","28","82","67","4834","28780","39352","27.530478","-97.88056","TX","749","4"
"4","Summary of All HUD Programs","1","NA","Housing Authority of City of Moody","TX116","50","98","49","100","6","20","1.5","73","432","370","21308","14302","-1","2","31","33","35","27","-1","73","35","82","51","2","14","76","12","37","43","32","4","20","14","61","2","8","4","-1","-1","92","-1","4","-1","4","0","12","68","100","90","71","16","12","6","14","28","70","4817","47380","49200","31.301740000000002","-97.364205","TX","50","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Deport","TX117","45","98","44","100","7","20","1.3","57","376","381","18579","14342","2","11","32","23","32","18","-1","82","34","84","45","-1","11","59","9","38","87","54","-1","23","25","52","-1","2","2","-1","-1","98","-1","-1","-1","0","0","4","53","98","96","89","11","-1","2","14","13","79","4804","37580","20020","33.527395","-95.322596","TX","45","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Caldwell","TX118","40","100","40","100","6","33","2.2","88","279","504","18742","8519","18","15","23","10","35","45","3","53","25","88","68","8","43","93","50","-1","-1","0","5","55","20","20","-1","78","68","-1","-1","23","-1","10","-1","10","0","3","48","-1","-1","30","40","30","13","16","46","67","4817","17780","11836","30.523886999999995","-96.706499","TX","40","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Munday","TX120","72","96","69","100","6","32","2.1","142","261","549","24152","11736","9","9","20","12","51","52","9","39","41","67","41","9","30","59","32","12","33","10","7","41","14","38","1","43","23","-1","-1","57","-1","20","-1","20","0","60","60","30","75","51","16","33","14","12","47","88","4813","99999","50040","33.4483","-99.6223","TX","72","1"
"4","Summary of All HUD Programs","1","NA","Naples Housing Authority","TX121","67","96","64","100","5","19","2.2","138","308","492","16016","7427","11","13","34","16","26","30","-1","67","28","84","66","3","39","75","41","30","54","21","3","47","13","38","2","66","64","-1","-1","34","2","-1","-1","2","2","16","68","84","66","47","23","30","-1","14","31","83","4801","34420","50316","33.20429","-94.688512","TX","67","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Omaha","TX122","52","100","52","100","6","21","1.5","79","255","469","31198","20536","2","-1","17","10","71","31","-1","69","55","48","25","4","17","90","19","16","9","8","2","23","12","63","4","17","17","-1","-1","83","-1","-1","-1","0","0","248","73","100","37","42","38","19","35","14","31","83","4801","34420","54024","33.181917","-94.746261","TX","52","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Knox City","TX124","31","100","31","100","5","19","2.3","70","294","514","23536","10423","6","10","10","19","55","55","10","35","39","71","35","6","29","74","32","17","14","9","13","55","10","23","-1","55","16","-1","3","45","-1","35","-1","35","0","54","56","29","87","16","42","42","42","12","36","88","4813","99999","39700","33.414939","-99.820472","TX","31","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Plano","TX128","1022","-5","504","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","4832","19100","58016","33.023615","-96.704719","TX","1022","5"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Cameron","TX134","285","79","224","100","5","20","1.9","428","379","545","15863","8302","4","9","42","18","25","38","-1","63","26","98","67","2","34","71","33","30","41","21","10","32","17","41","5","79","52","-1","-1","21","-1","27","-1","27","0","6","75","99","112","37","40","23","22","23","50","74","4817","99999","12040","30.855912","-96.980448","TX","285","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Linden","TX135","52","98","50","98","8","22","1.6","82","342","407","15189","9261","-1","12","52","16","20","26","-1","74","27","96","74","2","30","68","30","32","63","29","8","44","10","38","-1","52","50","-1","-1","48","-1","2","-1","2","0","8","52","90","70","66","22","12","4","23","27","73","4801","99999","42844","33.012753","-94.366439","TX","52","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of De Kalb","TX137","120","86","96","93","6","15","1.8","173","320","512","14302","7936","-1","11","53","23","13","35","-1","65","25","100","81","-1","28","76","27","42","46","27","3","34","20","43","3","71","70","-1","-1","29","-1","1","-1","1","1","45","84","95","88","48","21","31","23","16","36","76","4801","45500","19648","33.512047","-94.618036","TX","120","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Bogata","TX138","41","95","39","100","6","18","1.3","52","263","423","18482","13862","10","15","21","23","31","33","5","62","33","87","56","-1","13","69","10","26","55","31","3","18","28","51","5","5","3","-1","-1","95","-1","3","-1","3","0","2","74","100","63","69","31","-1","13","28","13","85","4801","37580","09172","33.468684","-95.209298","TX","41","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Frisco","TX144","20","95","19","100","5","-1","2.7","51","846","423","36866","13734","-1","-1","17","11","72","79","-1","16","39","68","32","-1","58","79","58","15","33","8","-1","47","21","32","-1","89","47","-1","-1","11","-1","42","-1","42","0","52","187","63","98","11","42","47","21","11","50","41","4804","19100","27684","33.153989","-96.825578","TX","20","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Talco","TX145","10","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","4801","34420","71732","33.363106","-95.101068","TX","10","1"
"4","Summary of All HUD Programs","1","NA","Kenedy Housing Authority","TX147","109","95","106","100","6","15","2.1","221","438","494","19611","9406","-1","11","34","23","32","35","-1","65","32","87","58","2","42","81","42","22","44","16","8","42","19","32","1","80","8","-1","-1","20","-1","72","-1","72","0","5","73","99","129","35","33","32","22","20","70","72","4815","99999","38860","28.82686","-97.84494","TX","109","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Calvert","TX150","30","100","30","100","4","13","2.4","73","219","568","20000","8219","21","-1","17","13","50","43","-1","37","27","73","60","-1","70","90","67","4","80","7","20","53","10","17","7","93","90","3","-1","7","-1","-1","-1","0","0","2","84","100","75","-1","53","47","30","19","58","70","4817","17780","11992","30.976397","-96.668387","TX","30","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Wellington","TX151","33","100","33","100","5","36","1.8","60","344","534","14598","8029","-1","13","50","22","16","52","-1","45","25","97","76","-1","42","76","36","10","23","8","18","36","6","39","9","45","15","-1","-1","55","6","24","-1","30","3","4","42","100","59","48","36","15","12","20","39","83","4813","99999","77152","34.851026","-100.222725","TX","33","1"
"4","Summary of All HUD Programs","1","NA","Beeville Housing Authority","TX152","568","73","412","100","6","15","2.5","1034","371","617","16200","6455","4","17","40","10","29","42","0","58","26","94","71","3","52","80","52","22","58","15","6","55","16","24","2","85","5","-1","-1","15","1","78","1","81","1","35","63","98","120","34","27","39","6","24","75","74","4834","13300","07192","28.398367","-97.75817","TX","568","4"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Haltom City","TX153","150","93","140","100","6","14","2","273","446","490","19215","9854","5","7","40","19","29","23","2","74","24","93","79","10","20","72","20","22","29","15","4","27","6","64","9","66","15","1","29","34","-1","21","-1","21","0","20","95","-1","-1","59","17","24","4","19","68","65","4812","19100","31928","32.799718","-97.253197","TX","150","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Decatur","TX155","28","96","27","100","5","11","1.2","33","487","326","20989","17173","4","-1","19","46","31","11","-1","85","30","81","70","-1","7","74","7","29","30","27","-1","11","15","74","4","22","-1","-1","4","78","-1","15","4","19","0","8","88","96","30","44","52","4","44","7","39","78","4813","19100","19528","33.23743","-97.592042","TX","28","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Spearman","TX156","10","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","4813","99999","69476","36.195897","-101.187288","TX","10","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of McLean","TX157","12","100","12","100","9","17","2","24","284","704","13677","6838","-1","27","27","18","27","50","-1","42","24","100","75","8","33","100","42","-1","40","8","8","42","8","42","-1","17","8","-1","-1","83","-1","8","-1","8","0","1","44","-1","-1","17","33","50","42","12","32","82","4813","37420","45780","35.3992","-100.8106","TX","12","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Merkel","TX158","47","64","31","100","5","16","2.5","78","423","444","18827","7482","10","-1","38","7","45","42","-1","52","28","90","61","6","58","77","55","26","25","13","13","55","19","13","-1","13","3","-1","-1","87","-1","10","-1","10","3","10","55","26","193","16","39","45","19","21","25","77","4819","10180","47796","32.4822","-100.0059","TX","47","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Wink","TX160","24","100","24","100","4","33","2.7","64","378","574","17572","6589","8","17","25","21","29","71","-1","29","25","92","71","13","58","88","67","5","50","5","8","71","13","8","-1","33","4","-1","-1","67","-1","29","-1","29","4","1","40","100","37","8","33","58","17","10","44","75","4823","99999","79768","31.8499","-103.04780000000001","TX","24","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Clarendon","TX162","71","94","66","99","7","8","1.6","106","313","537","16532","10294","3","18","32","20","27","26","-1","74","29","89","61","2","21","77","20","31","40","25","3","20","18","59","5","29","21","-1","2","71","-1","6","-1","6","2","5","87","98","79","68","12","20","11","15","25","80","4813","99999","15112","34.936248","-100.8892","TX","71","1"
"4","Summary of All HUD Programs","1","NA","Robstown Housing Authority","TX163","475","88","471","100","5","19","2.4","1140","397","818","17153","7087","4","16","34","17","29","39","1","60","26","93","70","5","42","73","41","27","73","21","6","42","18","33","1","96","3","-1","-1","4","0","93","-1","93","1","8","78","99","177","23","35","42","24","29","93","81","4827","18580","62600","27.796182999999996","-97.679051","TX","475","3"
"4","Summary of All HUD Programs","1","NA","Mathis Housing Authority","TX164","181","93","173","100","5","21","2.6","447","416","499","19673","7614","1","8","42","17","32","47","-1","52","29","89","71","7","51","81","54","18","55","15","8","51","14","27","1","98","1","-1","-1","2","1","96","-1","97","0","4","82","98","159","24","39","37","12","31","90","77","4827","18580","47040","28.097285","-97.828596","TX","181","2"
"4","Summary of All HUD Programs","1","NA","Runge Housing Authority","TX165","50","88","44","100","6","25","2.2","97","366","662","18512","8397","2","16","43","18","20","34","-1","66","29","93","73","2","43","68","41","17","14","8","5","45","18","32","-1","91","-1","-1","-1","9","-1","91","-1","91","0","1","46","98","82","43","27","30","9","23","69","66","48**","99999","63788","28.886009","-97.713428","TX","50","1"
"4","Summary of All HUD Programs","1","NA","Tahoka Housing Authority","TX166","50","94","47","100","5","34","1.9","91","339","523","16183","8358","21","9","36","9","26","40","4","55","27","89","72","6","30","72","30","28","27","15","13","40","15","32","2","83","11","-1","-1","17","2","70","-1","72","0","4","68","79","78","40","34","26","23","22","57","85","4819","31180","71708","33.1737","-101.8047","TX","50","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Stamford","TX167","60","100","60","100","3","20","1.8","107","413","510","18189","10199","5","2","37","23","33","25","-1","75","29","93","63","5","25","77","23","37","63","30","3","35","12","50","3","67","27","-1","-1","33","2","38","-1","40","0","2","79","98","121","43","33","23","23","16","46","87","4819","10180","69980","32.945364","-99.798765","TX","60","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Dayton","TX168","100","91","91","100","6","25","3","273","507","563","25838","8613","-1","10","18","21","52","57","3","40","31","82","62","10","59","88","65","15","60","9","4","62","12","22","1","47","33","-1","-1","53","-1","14","-1","14","0","4","61","100","85","21","10","69","10","9","51","54","4836","26420","19432","30.062445000000004","-94.897069","TX","100","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Comanche","TX169","67","79","52","98","5","29","2.1","107","334","631","15505","7535","6","8","35","21","29","37","-1","54","25","94","65","2","38","69","33","27","37","17","6","38","19","37","2","27","6","-1","-1","73","-1","21","-1","21","0","7","68","96","58","38","37","25","15","15","47","81","4825","99999","16192","31.906275","-98.599649","TX","67","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Rising Star","TX170","22","95","21","100","6","24","1.4","29","344","364","17219","12469","10","10","19","24","38","33","-1","67","31","86","48","5","14","62","10","20","64","31","5","19","24","52","10","14","-1","10","-1","86","-1","5","-1","5","10","3","53","100","63","81","19","-1","-1","24","15","80","4825","99999","62252","32.102223","-98.965109","TX","22","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Levelland","TX171","58","93","54","100","3","24","1.9","104","388","230","19281","10011","4","13","28","28","28","30","2","69","33","85","61","4","28","74","28","39","70","31","9","30","19","43","6","67","13","-1","-1","33","-1","54","-1","54","0","4","72","91","63","28","33","39","41","15","62","74","4819","31180","42448","33.571616","-102.381991","TX","58","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Cross Plains","TX172","30","100","30","100","6","33","1.5","45","413","396","21283","14188","-1","3","37","17","43","30","-1","70","35","77","50","3","20","70","13","43","50","36","3","23","20","53","10","10","-1","3","-1","90","-1","7","-1","7","3","4","57","100","65","67","27","7","7","9","14","83","48**","10180","17816","32.126425","-99.165651","TX","30","1"
"4","Summary of All HUD Programs","1","NA","Port Isabel Housing Authority","TX173","200","88","174","99","6","11","2.8","482","489","416","19047","6876","2","9","32","17","40","58","-1","42","29","93","59","22","33","76","45","8","51","10","3","49","17","32","3","90","1","-1","-1","10","-1","89","1","89","0","4","85","98","157","25","34","41","13","29","80","50","4834","15180","58892","26.069537000000004","-97.219201","TX","200","2"
"4","Summary of All HUD Programs","1","NA","Sinton Housing Authority","TX174","269","94","233","92","7","17","2.3","543","460","458","20052","8604","1","6","37","21","35","38","0","61","30","89","64","3","42","79","40","23","54","18","3","42","19","36","2","87","3","-1","-1","13","0","84","-1","84","0","6","58","97","183","29","37","33","15","27","79","77","4827","18580","68036","28.025252000000002","-97.506294","TX","269","2"
"4","Summary of All HUD Programs","1","NA","Nixon Housing Authority","TX175","49","98","45","94","6","13","1.9","87","405","438","23040","11917","-1","18","36","18","29","27","-1","73","39","84","67","-1","38","76","38","41","38","22","13","38","20","29","2","60","9","-1","-1","40","-1","51","-1","51","0","14","58","100","90","40","24","36","20","13","67","71","4834","99999","51588","29.271494","-97.760838","TX","49","1"
"4","Summary of All HUD Programs","1","NA","Three Rivers Housing Authority","TX176","37","86","32","100","3","16","2.6","83","495","586","26092","10060","6","6","25","9","53","47","-1","53","41","75","47","6","31","75","28","27","40","13","3","53","16","28","-1","69","-1","-1","-1","31","-1","69","-1","69","0","5","68","100","62","34","28","38","22","25","58","79","48**","99999","72872","28.526999999999997","-98.1743","TX","37","1"
"4","Summary of All HUD Programs","1","NA","Donna Housing Authority","TX177","418","92","383","100","6","14","3.1","1175","359","650","14333","4672","10","18","39","14","19","42","1","55","22","96","82","7","57","83","60","12","45","10","5","59","14","22","2","98","-1","-1","-1","2","0","98","-1","98","0","17","79","99","122","24","33","43","5","44","94","58","4815","32580","20884","26.155698","-98.046205","TX","418","3"
"4","Summary of All HUD Programs","1","NA","Alice Housing Authority","TX178","398","93","371","100","5","35","2.4","878","416","572","15999","6761","5","14","39","17","25","43","1","56","26","94","69","2","50","80","50","12","37","9","11","42","17","30","2","94","1","-1","-1","6","0","92","-1","92","0","5","58","81","154","32","29","40","15","31","92","82","4834","10860","01852","27.749088","-98.061952","TX","398","3"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Post","TX179","90","96","86","100","5","27","2.1","178","414","449","26042","12582","3","1","26","21","49","43","-1","57","40","76","52","5","26","66","24","18","47","15","15","31","12","42","3","64","16","-1","-1","36","3","43","1","48","0","3","50","67","83","59","20","21","6","22","48","77","4819","31180","59012","33.198286","-101.38958","TX","90","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Roby","TX180","19","89","17","100","5","24","2","34","410","663","18087","9043","-1","-1","47","18","35","41","-1","59","32","82","59","6","18","76","24","-1","20","9","-1","35","6","59","-1","41","18","-1","-1","59","-1","24","-1","24","0","-1","81","100","46","35","29","35","35","7","24","90","4819","99999","62612","32.6479","-100.402","TX","19","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Rotan","TX182","85","82","70","100","4","17","1.7","122","257","699","17161","9847","20","9","27","11","33","34","-1","66","30","83","63","9","13","59","13","16","33","14","4","36","21","39","3","59","33","-1","-1","41","-1","26","-1","26","0","5","81","100","57","26","47","27","46","17","39","82","4819","99999","63464","32.856913","-100.469323","TX","85","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Tulia","TX183","106","61","53","82","10","17","2.4","126","319","539","13906","5849","15","15","21","21","29","49","-1","42","24","94","57","8","47","70","51","14","69","17","25","42","6","28","4","62","38","-1","-1","38","-1","25","-1","25","2","4","44","68","109","11","55","34","26","33","61","87","4813","99999","73868","34.534473","-101.765606","TX","106","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Crosbyton","TX184","46","93","43","100","8","16","1.9","80","347","602","14171","7617","2","31","29","12","26","40","-1","58","21","98","79","5","19","63","19","23","14","14","7","28","16","49","9","56","14","-1","-1","44","2","40","-1","42","0","2","54","98","74","30","37","33","40","21","54","73","4819","31180","17768","33.658795","-101.238262","TX","46","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Nocona","TX186","90","93","84","100","6","15","1.4","114","437","410","20772","15306","-1","2","31","25","42","21","-1","79","36","85","45","1","15","70","14","52","43","37","6","13","19","62","1","6","-1","-1","-1","94","-1","5","1","6","0","4","77","90","78","64","24","12","21","20","30","79","4813","99999","51648","33.780983","-97.729355","TX","90","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Pineland","TX187","60","95","57","100","6","30","1.9","109","346","472","22544","11789","5","5","26","14","49","49","-1","51","38","77","42","7","21","68","21","29","22","14","7","35","18","40","-1","32","28","-1","-1","68","-1","4","-1","4","0","11","54","32","97","63","19","18","4","25","17","65","4801","99999","57644","31.249584","-93.975244","TX","60","1"
"4","Summary of All HUD Programs","1","NA","Maud Housing Authority","TX188","26","96","25","100","6","8","1.7","43","340","471","16810","9773","13","4","46","8","29","16","4","76","31","88","64","12","8","56","16","46","33","30","4","36","12","48","-1","28","28","-1","-1","72","-1","-1","-1","0","0","1","80","80","64","72","8","20","4","12","12","67","4801","45500","47088","33.33251","-94.344107","TX","26","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Floydada","TX189","198","69","137","100","5","32","2.1","292","355","488","15638","7337","10","11","34","17","28","39","-1","61","26","96","64","4","40","80","41","28","61","21","9","46","20","24","3","82","12","-1","-1","18","7","63","-1","69","0","6","47","91","137","36","32","32","19","18","67","79","4819","38380","26268","33.984265","-101.332552","TX","198","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Stanton","TX190","117","84","98","100","6","29","1.8","177","485","154","28350","15697","2","3","33","15","47","38","-1","62","38","77","51","6","28","62","28","25","32","16","6","34","21","39","4","71","8","-1","-1","29","1","61","1","63","0","2","75","95","83","40","35","26","28","13","51","81","48**","33260","70040","32.1877","-101.7908","TX","117","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Gorman","TX192","64","100","64","100","8","30","1.9","120","370","415","25014","13341","-1","8","30","17","45","63","-1","38","42","73","45","6","22","59","19","19","81","27","8","38","13","42","2","22","3","-1","-1","78","-1","19","-1","19","0","23","41","80","92","56","25","19","9","34","29","71","4825","99999","30308","32.2595","-98.7221","TX","64","1"
"4","Summary of All HUD Programs","1","NA","Floresville Housing Authority","TX193","173","69","106","89","6","14","2","214","422","360","17647","8741","1","5","42","22","31","30","-1","70","25","98","75","3","32","73","30","36","55","27","4","32","20","44","5","71","9","-1","-1","29","1","60","-1","61","0","8","93","97","136","38","36","26","16","12","60","66","4828","41700","99999","29.170795","-98.129215","TX","173","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Childress","TX194","80","87","70","100","5","13","2.1","144","390","518","17098","8312","3","10","47","10","30","21","7","71","29","89","66","1","33","76","31","49","79","34","9","26","24","41","1","47","27","-1","-1","53","-1","19","1","20","0","6","64","99","54","34","37","29","23","14","39","77","4813","99999","14668","34.423692","-100.209885","TX","80","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Hamlin","TX195","34","94","32","100","4","22","1.6","51","386","569","17263","10832","3","6","38","19","34","34","-1","66","28","94","59","3","19","69","19","50","63","37","-1","44","9","47","6","53","19","-1","-1","47","-1","34","-1","34","0","16","70","100","98","41","22","38","38","15","39","90","4819","10180","31964","32.882958","-100.124955","TX","34","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Olton","TX196","18","78","14","100","4","21","2.7","38","395","376","31152","11477","-1","-1","36","-1","64","57","-1","43","49","79","36","21","29","36","14","10","50","8","7","43","21","29","14","100","-1","-1","-1","-1","-1","100","-1","100","0","-1","107","93","93","29","21","50","29","16","69","84","4819","99999","54012","34.181013","-102.131503","TX","18","1"
